,ResponseId,device_use,Q20,actual_use,6_Q1,Smart_Watch_Q1_feat1,Smart_Watch_Q1_feat2,Smart_Watch_Q1_feat3,Smart_Watch_Q1_feat4,Smart_Watch_Q1_feat5,Smart_Watch_Q1_feat7,6_Q2,Smart_Watch_Q2_feat1,Smart_Watch_Q2_feat2,Smart_Watch_Q2_feat3,Smart_Watch_Q2_feat5,6_Q3,Smart_Watch_Q3_feat1,Smart_Watch_Q3_feat2,Smart_Watch_Q3_feat3,Smart_Watch_Q3_feat4,Smart_Watch_Q3_feat6,6_Q4,Smart_Watch_Q4_feat1,Smart_Watch_Q4_feat3,6_Q5,Smart_Watch_Q5_feat1,Smart_Watch_Q5_feat2,Smart_Watch_Q5_feat3,Smart_Watch_Q5_feat4,Smart_Watch_Q5_feat6,6_Q6,Smart_Watch_Q6_feat1,Smart_Watch_Q6_feat2,Smart_Watch_Q6_feat3,Smart_Watch_Q6_feat4,6_Q7,Smart_Watch_Q7_feat1,Smart_Watch_Q7_feat2,Smart_Watch_Q7_feat3,Smart_Watch_Q7_feat5,6_Q8,Smart_Watch_Q8_feat1,Smart_Watch_Q8_feat2,Smart_Watch_Q8_feat3,Smart_Watch_Q8_feat5,6_Q9,Smart_Watch_Q9_feat1,Smart_Watch_Q9_feat2,Smart_Watch_Q9_feat3,Smart_Watch_Q9_feat4,Smart_Watch_Q9_feat6,6_Q10,Smart_Watch_Q10_feat1,Smart_Watch_Q10_feat2,Smart_Watch_Q10_feat3,Smart_Watch_Q10_feat4,Smart_Watch_Q10_feat6,Smart_Watch_Q10_feat7,6_Q11,Smart_Watch_Q11_feat1,Smart_Watch_Q11_feat2,Smart_Watch_Q11_feat3,Smart_Watch_Q11_feat5,6_Q12,Smart_Watch_Q12_feat1,Smart_Watch_Q12_feat2,Smart_Watch_Q12_feat3,Smart_Watch_Q12_feat5,6_Q13,Smart_Watch_Q13_feat1,Smart_Watch_Q13_feat2,Smart_Watch_Q13_feat4
276,R_pRG7Mw8uWavKTfz,"1,2,3,4,5,6","4,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
277,R_1P7WCdAkHke4zIf,"1,2,3,4,5,6",6,1,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,3,0,1,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2,3,4",1,1,1,1,0,0,"1,2",1,1,0,0,5,0,0,0,1,1,1,0,0
278,R_32JfUBlKHMsrFYc,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
279,R_3oL0xPaYZoYrtcq,"1,2,3,4,5,6",6,1,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3,4",0,1,1,1,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
280,R_2VCvZszL9a45g28,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
281,R_2Y9Uap66ABmYrwu,"1,3,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
282,R_3RkYfFI1KSP8xjm,"1,2,3,4,5,6","3,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
283,R_1JP0qrQIN0qsrBQ,"1,3,4,5,6",6,1,2,0,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,"2,3,4",0,1,1,1,0,0,2,0,1,0,0,5,0,0,0,1,"1,2",1,1,0
284,R_r2BwMSakNfNGXXb,"1,2,3,4,5,6",6,1,"1,2",1,1,0,0,0,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"3,4",0,0,1,1,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
286,R_2EEnfyhyLaC2vbs,"1,2,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
293,R_2tApPSJsRDYpDQa,"1,2,4,5,6",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
295,R_3qTE9H0Fu6Eoit6,"1,2,3,4,5,6","2,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
296,R_qRrsHcsRFV0sa1X,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
298,R_3QGhY1EByZtjVXq,"1,2,3,4,5,6","2,6",1,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2,4",1,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
299,R_3ReDl7z6SXgejMr,"1,2,3,4,5,6","1,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
300,R_3noNQ4Mw6T4xCdW,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
302,R_3neFuKoBL4y7nqB,"1,2,3,4,5,6",6,1,2,0,1,0,0,0,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2,3,4",1,1,1,1,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
303,R_DIeuxO6KrKecPNT,"1,2,3,4,5,6","4,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
304,R_3FQ1evc6qWDZ9po,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
305,R_2VyzzIlxt0G28Kz,"1,2,3,4,5,6",6,1,"1,2",1,1,0,0,0,0,5,0,0,0,1,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3,4",0,1,1,1,0,0,2,0,1,0,0,1,1,0,0,0,"1,2",1,1,0
306,R_25So0VIIGB2tTLe,"1,2,3,4,5,6",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
308,R_3F1ZehsYbSg9wM0,"1,2,3,4,5,6",6,1,"1,2",1,1,0,0,0,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,2,0,1,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2,3,4",1,1,1,1,0,0,5,0,0,0,1,1,1,0,0,0,"1,2",1,1,0
309,R_1K0YfOhbOo9Dwd3,"1,2,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
310,R_3P7F797bKSRLHHC,"1,2,3,4,5,6","1,3",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
311,R_A5m9akozHzmB4Gd,"1,2,3,4,5,6",6,1,2,0,1,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
312,R_2aG2wpS0bK3b350,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
313,R_3IQWP3jFtCvmZc6,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
314,R_2DMl960hfAgAv0v,"1,2,3,4,5,6",6,1,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,3,0,0,1,0,0,4,0,0,0,1,2,0,1,0,0,5,0,0,0,1,3,0,0,1,0,0,4,0,0,0,1,0,0,2,0,1,0,0,"1,3",1,0,1,0,4,0,0,1
315,R_3MSW1sXc3EnbN9m,"1,2,3,4,5,6","1,3",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
316,R_3Lhc2EMEzqdN0PW,"1,2,3,4,5,6",6,1,1,1,0,0,0,0,0,5,0,0,0,1,"3,4",0,0,1,1,0,1,1,0,2,0,1,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,"2,4",0,1,0,1,0,0,"2,3",0,1,1,0,1,1,0,0,0,1,1,0,0
317,R_3qaGPssc4PVLD1k,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
318,R_3qfYSJzEtn0vHvW,"1,2,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
319,R_3D6fcvSzqnF8nTS,"1,2,3,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
323,R_5gSJzhDDrIJKeFr,"2,3,4,5,6",6,1,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,"2,4",0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0,4,0,0,1
324,R_2rZNizRh9slLUqw,"1,2,3,4,5,6","2,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
326,R_sAtZMo37bZr5QGZ,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
328,R_2AMfybyEj8v264w,"1,2,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
331,R_2CxCYkcJ92zUt6F,"1,2,3,4,5,6","1,2,3,4,5,6",1,"1,2,3,4,5",1,1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3,4",1,1,1,1,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
332,R_2qmZ21NboeyD2k5,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
333,R_1jU1rSV5bclUuOB,"1,2,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
336,R_1PRSxLZryU7qTgg,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
339,R_XMRLQtpCEi3e6s1,"1,2,3,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
340,R_sjpZt9Uh654t9Hr,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
342,R_blqvytT29puipzj,"1,2,3,4,5,6","1,3",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
344,R_2TtMmVCo0xRlFxW,"1,2,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
345,R_3EgaZrG5WwTmxgU,"1,2,3,4,5,6","5,6",1,2,0,1,0,0,0,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,2,0,1,0,0,3,0,0,1,0,0,"1,2",1,1,0,0,0,0,5,0,0,0,1,1,1,0,0,0,4,0,0,1
347,R_330TK61stqmljI2,"1,2,3,4,5,6","2,6",1,1,1,0,0,0,0,0,5,0,0,0,1,6,0,0,0,0,1,3,0,1,6,0,0,0,0,1,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,0,1,5,0,0,0,1,5,0,0,0,1,4,0,0,1
348,R_Rs1oBR3yTNtY1fH,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
352,R_1pAoxzj6WXS3RSZ,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
353,R_0GPKgbBTYTxtBct,"1,2,3,4,5,6",6,1,"2,5",0,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,"1,3",1,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
354,R_3qeOZUF9KnUFSt5,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
356,R_bHsZeTko1siUV1v,"1,2,3,4,5,6",6,1,"1,2",1,1,0,0,0,0,5,0,0,0,1,"3,4",0,0,1,1,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,2,0,1,0,0,5,0,0,0,1,1,1,0,0
357,R_31bb0q9QfzNfFwF,"1,2,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
359,R_DFWpICwxgavCUPD,"1,2,3,4,5,6","2,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
361,R_3M4k95rfFD23tX0,"2,5,6",5,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
363,R_2376hdNqzxeeVuA,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
364,R_d13DBFfq6NK5lVD,"1,2,3,4,6","2,6",1,2,0,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,2,0,1,0,0,0,6,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,4,0,0,1
365,R_3iyCdPMXlCv8yGh,"1,2,3,4,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
366,R_3PmAkicoZ2FMPOh,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
367,R_2zDc5cVUopdZYWs,"1,2,3,4,5,6","1,3",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
368,R_1dyn2hHuP3RUXnE,"1,2,3,4,5,6","2,6",1,2,0,1,0,0,0,0,5,0,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,5,0,0,0,1,5,0,0,0,1,2,0,1,0,0,0,"1,2",1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
370,R_VRnLyCFpALauasx,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
372,R_3qk9keJBcgcEcoy,"1,2,3,4,5,6","2,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
373,R_3es2tIvDxqX1M6F,"1,2,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
375,R_1DMYF6OZmy3iS2j,"1,2,3,4,5,6","1,2,4,5",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
380,R_2s1Gl6JheKsIXfK,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
