,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
559,location_2:Q5_feat6,0.393305439330544,location_2,Q5_feat6,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,Level of accuracy does not matter to me while performing this task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
212,Relationship_3:Q1_feat7,0.393305439330544,Relationship_3,Q1_feat7,Which of the following type of interactions would you like to use to perform this task?,The input modality does not matter to me  ,Scenario relation,weak ties
428,Relationship_2:Q1_feat1,0.3707231668595509,Relationship_2,Q1_feat1,Which of the following type of interactions would you like to use to perform this task?,Voice-based interaction  ,Scenario relation,strong ties
640,location_3:Q12_feat2,0.3578349505920059,location_3,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  ,Scenario location,"Public (park, street etc)"
205,Relationship_3:Q8_feat3,0.3578349505920059,Relationship_3,Q8_feat3,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) ",Scenario relation,weak ties
160,Relationship_3:Q1_feat2,0.33284651160552514,Relationship_3,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,weak ties
260,Relationship_1:Q8_feat5,0.32416985667230475,Relationship_1,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario relation,alone
334,Relationship_1:Q5_feat2,0.3013976675865752,Relationship_1,Q5_feat2,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  ,Scenario relation,alone
551,location_2:Q9_feat4,0.3013976675865752,location_2,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
209,Relationship_3:Q10_feat6,0.3013976675865752,Relationship_3,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario relation,weak ties
558,location_2:Q5_feat2,0.3013976675865752,location_2,Q5_feat2,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
383,Relationship_2:Q2_feat1,0.2969071392091909,Relationship_2,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario relation,strong ties
414,Relationship_2:Q6_feat3,0.2969071392091909,Relationship_2,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  ,Scenario relation,strong ties
178,Relationship_3:Q2_feat3,0.2951875817024089,Relationship_3,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario relation,weak ties
302,Relationship_1:Q6_feat3,0.28133983108525296,Relationship_1,Q6_feat3,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Device(s) should give me option of providing or changing any information through the entire execution of the task.  ,Scenario relation,alone
194,Relationship_3:Q7_feat2,0.2778598771476899,Relationship_3,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario relation,weak ties
402,Relationship_2:Q2_feat3,0.2704086174663938,Relationship_2,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario relation,strong ties
445,Relationship_2:Q3_feat4,0.2704086174663938,Relationship_2,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario relation,strong ties
528,location_2:Q12_feat2,0.2704086174663938,location_2,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
186,Relationship_3:Q6_feat4,0.2543526090218872,Relationship_3,Q6_feat4,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,When a device gives an option of providing or changing any task related information is not relevant while performing this task  ,Scenario relation,weak ties
319,Relationship_1:Q5_feat3,0.2543526090218872,Relationship_1,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,alone
98,location_1:Q10_feat4,0.2543526090218872,location_1,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario location,Home
155,Relationship_3:Q12_feat5,0.23764305567919924,Relationship_3,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario relation,weak ties
372,Relationship_2:Q8_feat5,0.23764305567919924,Relationship_2,Q8_feat5,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Personalization or customizability  is not essential for me performing this task on any device,Scenario relation,strong ties
254,Relationship_1:Q5_feat1,0.2359238431514717,Relationship_1,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario relation,alone
169,Relationship_3:Q13_feat1,0.2297309327488265,Relationship_3,Q13_feat1,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Physical hardware (e.g., keyboard, screen, headphones, speakers, storage space)  ",Scenario relation,weak ties
105,location_1:Q11_feat5,0.2196009772792467,location_1,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  ,Scenario location,Home
283,Relationship_1:Q6_feat1,0.2156218285409064,Relationship_1,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario relation,alone
106,location_1:Q10_feat7,0.2137452149915428,location_1,Q10_feat7,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,The way in which a device provides feedback or responds to my actions does not matter to me  for this task,Scenario location,Home
111,location_1:Q5_feat6,0.2137452149915428,location_1,Q5_feat6,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,Level of accuracy does not matter to me while performing this task  ,Scenario location,Home
436,Relationship_2:Q1_feat7,0.2137452149915428,Relationship_2,Q1_feat7,Which of the following type of interactions would you like to use to perform this task?,The input modality does not matter to me  ,Scenario relation,strong ties
203,Relationship_3:Q2_feat5,0.20996468737944746,Relationship_3,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario relation,weak ties
262,Relationship_1:Q11_feat1,0.19465859521054016,Relationship_1,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario relation,alone
329,Relationship_1:Q11_feat5,0.18565338239512547,Relationship_1,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  ,Scenario relation,alone
430,Relationship_2:Q9_feat6,0.18565338239512547,Relationship_2,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario relation,strong ties
331,Relationship_1:Q2_feat2,0.18565338239512547,Relationship_1,Q2_feat2,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through voice-based input ,Scenario relation,alone
550,location_2:Q11_feat3,0.18565338239512547,location_2,Q11_feat3,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"In case of no screen, the device(s) should provide me needed information as voice-based instructions",Scenario location,"Semi private places (resturants, coffee shop etc)"
97,location_1:Q10_feat6,0.18565338239512547,location_1,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario location,Home
304,Relationship_1:Q12_feat2,0.1852399180984599,Relationship_1,Q12_feat2,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Need and effect of any software updates while/before performing the task  ,Scenario relation,alone
369,Relationship_2:Q1_feat4,0.1852399180984599,Relationship_2,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard ,Scenario relation,strong ties
532,location_2:Q1_feat5,0.16974786591095675,location_2,Q1_feat5,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using virtual/digital keyboard on a screen ,Scenario location,"Semi private places (resturants, coffee shop etc)"
415,Relationship_2:Q8_feat2,0.16460429092851406,Relationship_2,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario relation,strong ties
195,Relationship_3:Q3_feat1,0.14759046745573173,Relationship_3,Q3_feat1,Which aspects of any of the device(s) would make it easier for you to use them for this task?,It should be easy to find and understand the relevant features of the device(s) to complete the given task.  ,Scenario relation,weak ties
171,Relationship_3:Q6_feat1,0.14759046745573173,Relationship_3,Q6_feat1,When would you desire to have an option of providing or changing any task related information on any of your device(s) while performing this task?,Only at the beginning for providing first set of commands or information  ,Scenario relation,weak ties
443,Relationship_2:Q2_feat2,0.13892993857384495,Relationship_2,Q2_feat2,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through voice-based input ,Scenario relation,strong ties
221,Relationship_3:Q3_feat4,0.13892993857384495,Relationship_3,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario relation,weak ties
557,location_2:Q3_feat4,0.13892993857384495,location_2,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario location,"Semi private places (resturants, coffee shop etc)"
314,Relationship_1:Q12_feat3,0.12534496572598589,Relationship_1,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  ,Scenario relation,alone
514,location_2:Q2_feat3,0.12534496572598589,location_2,Q2_feat3,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",The modality of input (text- or voice-based) does not matter as long as I am able to use another application  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
188,Relationship_3:Q4_feat1,0.12528804911757352,Relationship_3,Q4_feat1,What aspects of mobility do you expect to have for performing this task? ,Being able to move around while performing the task   ,Scenario relation,weak ties
368,Relationship_2:Q11_feat2,0.11971868601442175,Relationship_2,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario relation,strong ties
271,Relationship_1:Q2_feat1,0.10930200958641603,Relationship_1,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario relation,alone
544,location_2:Q8_feat1,0.10498234368972373,location_2,Q8_feat1,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,Device(s) should be able to communicate with me through informal/human-like responses or notifications  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
103,location_1:Q9_feat4,0.1044922909963415,location_1,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario location,Home
191,Relationship_3:Q8_feat2,0.09792575447342658,Relationship_3,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario relation,weak ties
299,Relationship_1:Q13_feat2,0.0966685701754196,Relationship_1,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,alone
427,Relationship_2:Q2_feat5,0.0966685701754196,Relationship_2,Q2_feat5,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",I would not like to multitask while performing this tas,Scenario relation,strong ties
429,Relationship_2:Q8_feat3,0.0940595948162938,Relationship_2,Q8_feat3,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) ",Scenario relation,strong ties
441,Relationship_2:Q11_feat5,0.09013620582213122,Relationship_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  ,Scenario relation,strong ties
543,location_2:Q5_feat3,0.09013620582213122,location_2,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,"Semi private places (resturants, coffee shop etc)"
193,Relationship_3:Q7_feat3,0.08546577379480445,Relationship_3,Q7_feat3,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,I should be able to control how device executes a task  ,Scenario relation,weak ties
379,Relationship_2:Q12_feat5,0.08546577379480445,Relationship_2,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario relation,strong ties
377,Relationship_2:Q9_feat3,0.07291541204748622,Relationship_2,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,strong ties
327,Relationship_1:Q9_feat4,0.07054469611222045,Relationship_1,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario relation,alone
655,location_3:Q5_feat3,0.06251669188996709,location_3,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario location,"Public (park, street etc)"
438,Relationship_2:Q11_feat3,0.06251669188996709,Relationship_2,Q11_feat3,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"In case of no screen, the device(s) should provide me needed information as voice-based instructions",Scenario relation,strong ties
289,Relationship_1:Q9_feat2,0.05985934300721087,Relationship_1,Q9_feat2,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,An interactive help/search menu that can answer my questions about the features of the device as I use them   ,Scenario relation,alone
370,Relationship_2:Q3_feat3,0.0597528166857036,Relationship_2,Q3_feat3,Which aspects of any of the device(s) would make it easier for you to use them for this task?,"The device(s) should be able to display any task related information (e.g, response) on a screen  ",Scenario relation,strong ties
267,Relationship_1:Q12_feat5,0.059208482942124885,Relationship_1,Q12_feat5,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,vThe maintenance features do not matter to me  for this task.,Scenario relation,alone
204,Relationship_3:Q1_feat1,0.05151817891068304,Relationship_3,Q1_feat1,Which of the following type of interactions would you like to use to perform this task?,Voice-based interaction  ,Scenario relation,weak ties
662,location_3:Q11_feat3,0.047029797408146896,location_3,Q11_feat3,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"In case of no screen, the device(s) should provide me needed information as voice-based instructions",Scenario location,"Public (park, street etc)"
110,location_1:Q5_feat2,0.047029797408146896,location_1,Q5_feat2,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  ,Scenario location,Home
282,Relationship_1:Q1_feat3,0.047029797408146896,Relationship_1,Q1_feat3,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction with a digital pen/Stylus  ,Scenario relation,alone
667,location_3:Q2_feat2,0.047029797408146896,location_3,Q2_feat2,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through voice-based input ,Scenario location,"Public (park, street etc)"
330,Relationship_1:Q10_feat7,0.046309979524614985,Relationship_1,Q10_feat7,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,The way in which a device provides feedback or responds to my actions does not matter to me  for this task,Scenario relation,alone
303,Relationship_1:Q8_feat2,0.041662957357785066,Relationship_1,Q8_feat2,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Customizability of features based on current context and past interactions (e.g., sorting notifications by relevance)   ",Scenario relation,alone
413,Relationship_2:Q7_feat1,0.039496720970948605,Relationship_2,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario relation,strong ties
301,Relationship_1:Q7_feat1,0.03645770602374311,Relationship_1,Q7_feat1,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,To be able to define who has access to my information  ,Scenario relation,alone
187,Relationship_3:Q13_feat2,0.03645770602374311,Relationship_3,Q13_feat2,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,weak ties
308,Relationship_1:Q1_feat5,0.031247218018338838,Relationship_1,Q1_feat5,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using virtual/digital keyboard on a screen ,Scenario relation,alone
265,Relationship_1:Q9_feat3,0.02637127850338929,Relationship_1,Q9_feat3,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A graphic icon that conveys the meaning of a widget on the device   ,Scenario relation,alone
431,Relationship_2:Q5_feat3,0.024481438618356645,Relationship_2,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,strong ties
324,Relationship_1:Q1_feat7,0.023514898704073448,Relationship_1,Q1_feat7,Which of the following type of interactions would you like to use to perform this task?,The input modality does not matter to me  ,Scenario relation,alone
556,location_2:Q5_feat4,0.023514898704073448,location_2,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) ",Scenario location,"Semi private places (resturants, coffee shop etc)"
321,Relationship_1:Q10_feat6,0.023514898704073448,Relationship_1,Q10_feat6,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"As long as feedback is unambiguous and easy to follow, mode of feedback does not matter to me.   ",Scenario relation,alone
444,Relationship_2:Q5_feat4,0.023514898704073448,Relationship_2,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) ",Scenario relation,strong ties
440,Relationship_2:Q3_feat6,0.023514898704073448,Relationship_2,Q3_feat6,Which aspects of any of the device(s) would make it easier for you to use them for this task?,Ease of use does not hold any relevance for me with respect to this task  ,Scenario relation,strong ties
255,Relationship_1:Q10_feat3,0.02008020792395232,Relationship_1,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario relation,alone
272,Relationship_1:Q1_feat2,0.02008020792395232,Relationship_1,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,alone
546,location_2:Q10_feat4,0.01822885301187156,location_2,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
403,Relationship_2:Q12_feat1,0.017219002281810596,Relationship_2,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,strong ties
366,Relationship_2:Q5_feat1,0.0113789083155376,Relationship_2,Q5_feat1,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,It should be able to execute the task without any errors   ,Scenario relation,strong ties
374,Relationship_2:Q11_feat1,0.011341582836285892,Relationship_2,Q11_feat1,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Presentation of information is in an optimized and adaptive manner so as to reduce the cognitive burden on me (e.g., by changing the layout of the menu according to how often menu items are used )  ",Scenario relation,strong ties
214,Relationship_3:Q11_feat3,0.010415739339446266,Relationship_3,Q11_feat3,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"In case of no screen, the device(s) should provide me needed information as voice-based instructions",Scenario relation,weak ties
179,Relationship_3:Q12_feat1,0.00881331790260837,Relationship_3,Q12_feat1,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?</,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,weak ties
434,Relationship_2:Q10_feat4,0.0057396674272702074,Relationship_2,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario relation,strong ties
367,Relationship_2:Q10_feat3,0.003272919601384561,Relationship_2,Q10_feat3,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through text notifications/responses on screen of any of the devices,Scenario relation,strong ties
256,Relationship_1:Q11_feat2,0.0014947652162751142,Relationship_1,Q11_feat2,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,"Icons, buttons and other tools should be designed in such a way that I can easily understand their purpose and how to use them",Scenario relation,alone
211,Relationship_3:Q10_feat1,0.0009495830736817054,Relationship_3,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario relation,weak ties
394,Relationship_2:Q1_feat3,0.0009495830736817054,Relationship_2,Q1_feat3,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction with a digital pen/Stylus  ,Scenario relation,strong ties
210,Relationship_3:Q10_feat4,0.0007121873052612857,Relationship_3,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario relation,weak ties
333,Relationship_1:Q3_feat4,0.0007121873052612857,Relationship_1,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario relation,alone
481,location_2:Q1_feat4,0.0007121873052612857,location_2,Q1_feat4,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction using physical keyboard ,Scenario location,"Semi private places (resturants, coffee shop etc)"
219,Relationship_3:Q2_feat2,0.0004747915368408527,Relationship_3,Q2_feat2,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through voice-based input ,Scenario relation,weak ties
318,Relationship_1:Q9_feat6,0.0004747915368408527,Relationship_1,Q9_feat6,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,The level of assistance provided by a  device to help me understand its features while I am executing this task does not matter. ,Scenario relation,alone
670,location_3:Q5_feat2,0.0004747915368408527,location_3,Q5_feat2,";""> What level of accuracy do you expect any of the device(s) to achieve for executing this task?",The device(s) can make errors sometimes  ,Scenario location,"Public (park, street etc)"
215,Relationship_3:Q9_feat4,0.0004747915368408527,Relationship_3,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario relation,weak ties
266,Relationship_1:Q7_feat5,0.0004087809787851672,Relationship_1,Q7_feat5,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,Building trust is not essential for me while performing this task on any device  ,Scenario relation,alone
332,Relationship_1:Q5_feat4,0.0002373957684204264,Relationship_1,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) ",Scenario relation,alone
216,Relationship_3:Q3_feat6,0.0002373957684204264,Relationship_3,Q3_feat6,Which aspects of any of the device(s) would make it easier for you to use them for this task?,Ease of use does not hold any relevance for me with respect to this task  ,Scenario relation,weak ties
668,location_3:Q5_feat4,0.0002373957684204264,location_3,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) ",Scenario location,"Public (park, street etc)"
422,Relationship_2:Desktop_Computer_Q10_feat7,-1.0,Relationship_2,Desktop_Computer_Q10_feat7,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario relation,strong ties
533,location_2:Desktop_Computer_Q10_feat6,-1.0,location_2,Desktop_Computer_Q10_feat6,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. ",Scenario location,"Semi private places (resturants, coffee shop etc)"
534,location_2:Desktop_Computer_Q10_feat7,-1.0,location_2,Desktop_Computer_Q10_feat7,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,The way in which this device provides feedback or responds to my actions does not affect the way I use it  for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
295,Relationship_1:Desktop_Computer_Q1_feat7,-1.0,Relationship_1,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  ,Scenario relation,alone
423,Relationship_2:Desktop_Computer_Q3_feat6,-1.0,Relationship_2,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario relation,strong ties
521,location_2:Desktop_Computer_Q9_feat6,-1.0,location_2,Desktop_Computer_Q9_feat6,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,The assistance provided by the device to understand its features does not matter as I  use it for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
519,location_2:Desktop_Computer_Q1_feat7,-1.0,location_2,Desktop_Computer_Q1_feat7,Which of the following type of interactions do you use while executing a command on Desktop_Computer?,The input modality does not matter to me or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
421,Relationship_2:Desktop_Computer_Q10_feat6,-1.0,Relationship_2,Desktop_Computer_Q10_feat6,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. ",Scenario relation,strong ties
89,location_1:Desktop_Computer_Q5_feat6,-1.0,location_1,Desktop_Computer_Q5_feat6,What level of accuracy does your Desktop_Computer provide when executing the task,Level of  accuracy does not matter to me while using this device for this task or is not provided by the device  ,Scenario location,Home
85,location_1:Desktop_Computer_Q10_feat6,-1.0,location_1,Desktop_Computer_Q10_feat6,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,"As the feedback provided by my device is unambiguous and easy to follow, mode of feedback does not matter to me. ",Scenario location,Home
535,location_2:Desktop_Computer_Q3_feat6,-1.0,location_2,Desktop_Computer_Q3_feat6,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,Ease of use does not hold any relevance for me while using this device  for this task or is not provided by the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
568,location_3:Desktop_Computer_Q8_feat5,-1.0,location_3,Desktop_Computer_Q8_feat5,What level of personalized communication does your Desktop_Computer provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario location,"Public (park, street etc)"
